cases;deaths;country;pop2018;date
0;0;Cases_on_an_international_conveyance_Japan;3000;2020-02-04
0;0;Cases_on_an_international_conveyance_Japan;3000;2020-02-03
0;0;Cases_on_an_international_conveyance_Japan;3000;2020-02-02
0;0;Cases_on_an_international_conveyance_Japan;3000;2020-02-01
0;0;Cases_on_an_international_conveyance_Japan;3000;2020-01-31
0;0;Cases_on_an_international_conveyance_Japan;3000;2020-01-30
0;0;Cases_on_an_international_conveyance_Japan;3000;2020-01-29
0;0;Cases_on_an_international_conveyance_Japan;3000;2020-01-28
0;0;Cases_on_an_international_conveyance_Japan;3000;2020-01-27
0;0;Cases_on_an_international_conveyance_Japan;3000;2020-01-26
0;0;Cases_on_an_international_conveyance_Japan;3000;2020-01-25
0;0;Cases_on_an_international_conveyance_Japan;3000;2020-01-24
0;0;Cases_on_an_international_conveyance_Japan;3000;2020-01-23
0;0;Cases_on_an_international_conveyance_Japan;3000;2020-01-22
0;0;Cases_on_an_international_conveyance_Japan;3000;2020-01-21
0;0;Cases_on_an_international_conveyance_Japan;3000;2020-01-20
0;0;Cases_on_an_international_conveyance_Japan;3000;2020-01-19
0;0;Cases_on_an_international_conveyance_Japan;3000;2020-01-18
0;0;Cases_on_an_international_conveyance_Japan;3000;2020-01-17
0;0;Cases_on_an_international_conveyance_Japan;3000;2020-01-16
0;0;Cases_on_an_international_conveyance_Japan;3000;2020-01-15
0;0;Cases_on_an_international_conveyance_Japan;3000;2020-01-14
0;0;Cases_on_an_international_conveyance_Japan;3000;2020-01-13
0;0;Cases_on_an_international_conveyance_Japan;3000;2020-01-12
0;0;Cases_on_an_international_conveyance_Japan;3000;2020-01-11
0;0;Cases_on_an_international_conveyance_Japan;3000;2020-01-10
0;0;Cases_on_an_international_conveyance_Japan;3000;2020-01-09
0;0;Cases_on_an_international_conveyance_Japan;3000;2020-01-08
0;0;Cases_on_an_international_conveyance_Japan;3000;2020-01-07
0;0;Cases_on_an_international_conveyance_Japan;3000;2020-01-06
0;0;Cases_on_an_international_conveyance_Japan;3000;2020-01-05
0;0;Cases_on_an_international_conveyance_Japan;3000;2020-01-04
0;0;Cases_on_an_international_conveyance_Japan;3000;2020-01-03
0;0;Cases_on_an_international_conveyance_Japan;3000;2020-01-02
0;0;Cases_on_an_international_conveyance_Japan;3000;2020-01-01
0;0;Cases_on_an_international_conveyance_Japan;3000;2019-12-31
0;0;Cayman_Islands;64174;2020-04-22
5;0;Cayman_Islands;64174;2020-04-21
0;0;Cayman_Islands;64174;2020-04-20
0;0;Cayman_Islands;64174;2020-04-19
0;0;Cayman_Islands;64174;2020-04-18
1;0;Cayman_Islands;64174;2020-04-17
6;0;Cayman_Islands;64174;2020-04-16
1;0;Cayman_Islands;64174;2020-04-15
0;0;Cayman_Islands;64174;2020-04-14
0;0;Cayman_Islands;64174;2020-04-13
8;0;Cayman_Islands;64174;2020-04-12
0;0;Cayman_Islands;64174;2020-04-11
0;0;Cayman_Islands;64174;2020-04-10
0;0;Cayman_Islands;64174;2020-04-09
6;0;Cayman_Islands;64174;2020-04-08
0;0;Cayman_Islands;64174;2020-04-07
4;0;Cayman_Islands;64174;2020-04-06
6;0;Cayman_Islands;64174;2020-04-05
1;0;Cayman_Islands;64174;2020-04-04
6;0;Cayman_Islands;64174;2020-04-03
8;0;Cayman_Islands;64174;2020-04-02
2;0;Cayman_Islands;64174;2020-04-01
4;0;Cayman_Islands;64174;2020-03-31
0;0;Cayman_Islands;64174;2020-03-30
0;0;Cayman_Islands;64174;2020-03-29
2;0;Cayman_Islands;64174;2020-03-28
3;0;Cayman_Islands;64174;2020-03-27
0;0;Cayman_Islands;64174;2020-03-26
0;0;Cayman_Islands;64174;2020-03-25
0;0;Cayman_Islands;64174;2020-03-24
0;0;Cayman_Islands;64174;2020-03-23
0;0;Cayman_Islands;64174;2020-03-22
2;1;Cayman_Islands;64174;2020-03-21
1;0;Cayman_Islands;64174;2020-03-20
2;0;Central_African_Republic;4666377;2020-04-22
0;0;Central_African_Republic;4666377;2020-04-21
0;0;Central_African_Republic;4666377;2020-04-20
0;0;Central_African_Republic;4666377;2020-04-19
0;0;Central_African_Republic;4666377;2020-04-18
1;0;Central_African_Republic;4666377;2020-04-17
0;0;Central_African_Republic;4666377;2020-04-16
0;0;Central_African_Republic;4666377;2020-04-15
0;0;Central_African_Republic;4666377;2020-04-14
0;0;Central_African_Republic;4666377;2020-04-13
0;0;Central_African_Republic;4666377;2020-04-12
0;0;Central_African_Republic;4666377;2020-04-11
1;0;Central_African_Republic;4666377;2020-04-10
1;0;Central_African_Republic;4666377;2020-04-09
0;0;Central_African_Republic;4666377;2020-04-08
0;0;Central_African_Republic;4666377;2020-04-07
0;0;Central_African_Republic;4666377;2020-04-06
1;0;Central_African_Republic;4666377;2020-04-05
0;0;Central_African_Republic;4666377;2020-04-04
0;0;Central_African_Republic;4666377;2020-04-03
2;0;Central_African_Republic;4666377;2020-04-02
0;0;Central_African_Republic;4666377;2020-04-01
0;0;Central_African_Republic;4666377;2020-03-31
0;0;Central_African_Republic;4666377;2020-03-30
1;0;Central_African_Republic;4666377;2020-03-29
0;0;Central_African_Republic;4666377;2020-03-28
1;0;Central_African_Republic;4666377;2020-03-27
0;0;Central_African_Republic;4666377;2020-03-26
0;0;Central_African_Republic;4666377;2020-03-25
0;0;Central_African_Republic;4666377;2020-03-24
1;0;Central_African_Republic;4666377;2020-03-23
2;0;Central_African_Republic;4666377;2020-03-22
0;0;Central_African_Republic;4666377;2020-03-21
0;0;Central_African_Republic;4666377;2020-03-20
0;0;Central_African_Republic;4666377;2020-03-19
0;0;Central_African_Republic;4666377;2020-03-18
0;0;Central_African_Republic;4666377;2020-03-17
1;0;Central_African_Republic;4666377;2020-03-16
1;0;Chad;15477751;2020-04-22
0;0;Chad;15477751;2020-04-21
0;0;Chad;15477751;2020-04-20
0;0;Chad;15477751;2020-04-19
6;0;Chad;15477751;2020-04-18
0;0;Chad;15477751;2020-04-17
4;0;Chad;15477751;2020-04-16
0;0;Chad;15477751;2020-04-15
8;0;Chad;15477751;2020-04-14
4;0;Chad;15477751;2020-04-13
0;0;Chad;15477751;2020-04-12
0;0;Chad;15477751;2020-04-11
1;0;Chad;15477751;2020-04-10
1;0;Chad;15477751;2020-04-09
0;0;Chad;15477751;2020-04-08
0;0;Chad;15477751;2020-04-07
1;0;Chad;15477751;2020-04-06
1;0;Chad;15477751;2020-04-05
0;0;Chad;15477751;2020-04-04
0;0;Chad;15477751;2020-04-03
0;0;Chad;15477751;2020-04-02
0;0;Chad;15477751;2020-04-01
2;0;Chad;15477751;2020-03-31
0;0;Chad;15477751;2020-03-30
0;0;Chad;15477751;2020-03-29
0;0;Chad;15477751;2020-03-28
2;0;Chad;15477751;2020-03-27
0;0;Chad;15477751;2020-03-26
1;0;Chad;15477751;2020-03-25
0;0;Chad;15477751;2020-03-24
0;0;Chad;15477751;2020-03-23
1;0;Chad;15477751;2020-03-22
0;0;Chad;15477751;2020-03-21
1;0;Chad;15477751;2020-03-20
325;8;Chile;18729160;2020-04-22
419;6;Chile;18729160;2020-04-21
358;7;Chile;18729160;2020-04-20
478;10;Chile;18729160;2020-04-19
445;11;Chile;18729160;2020-04-18
534;11;Chile;18729160;2020-04-17
356;2;Chile;18729160;2020-04-16
392;10;Chile;18729160;2020-04-15
312;2;Chile;18729160;2020-04-14
286;7;Chile;18729160;2020-04-13
426;8;Chile;18729160;2020-04-12
529;8;Chile;18729160;2020-04-11
426;9;Chile;18729160;2020-04-10
430;5;Chile;18729160;2020-04-09
301;6;Chile;18729160;2020-04-08
344;3;Chile;18729160;2020-04-07
310;7;Chile;18729160;2020-04-06
424;5;Chile;18729160;2020-04-05
333;4;Chile;18729160;2020-04-04
373;2;Chile;18729160;2020-04-03
293;4;Chile;18729160;2020-04-02
289;4;Chile;18729160;2020-04-01
310;1;Chile;18729160;2020-03-31
230;1;Chile;18729160;2020-03-30
299;1;Chile;18729160;2020-03-29
304;1;Chile;18729160;2020-03-28
164;1;Chile;18729160;2020-03-27
220;1;Chile;18729160;2020-03-26
176;0;Chile;18729160;2020-03-25
114;1;Chile;18729160;2020-03-24
95;1;Chile;18729160;2020-03-23
103;0;Chile;18729160;2020-03-22
92;0;Chile;18729160;2020-03-21
104;0;Chile;18729160;2020-03-20
37;0;Chile;18729160;2020-03-19
45;0;Chile;18729160;2020-03-18
81;0;Chile;18729160;2020-03-17
14;0;Chile;18729160;2020-03-16
18;0;Chile;18729160;2020-03-15
10;0;Chile;18729160;2020-03-14
10;0;Chile;18729160;2020-03-13
6;0;Chile;18729160;2020-03-12
4;0;Chile;18729160;2020-03-11
3;0;Chile;18729160;2020-03-10
5;0;Chile;18729160;2020-03-09
1;0;Chile;18729160;2020-03-07
1;0;Chile;18729160;2020-03-06
2;0;Chile;18729160;2020-03-05
1;0;Chile;18729160;2020-03-04
15;0;China;1392730000;2020-04-22
32;0;China;1392730000;2020-04-21
14;0;China;1392730000;2020-04-20
18;0;China;1392730000;2020-04-19
31;0;China;1392730000;2020-04-18
352;1290;China;1392730000;2020-04-17
50;0;China;1392730000;2020-04-16
49;1;China;1392730000;2020-04-15
94;0;China;1392730000;2020-04-14
112;2;China;1392730000;2020-04-13
93;0;China;1392730000;2020-04-12
79;3;China;1392730000;2020-04-11
55;1;China;1392730000;2020-04-10
86;2;China;1392730000;2020-04-09
86;2;China;1392730000;2020-04-08
56;0;China;1392730000;2020-04-07
67;2;China;1392730000;2020-04-06
48;3;China;1392730000;2020-04-05
62;4;China;1392730000;2020-04-04
70;10;China;1392730000;2020-04-03
100;6;China;1392730000;2020-04-02
54;1;China;1392730000;2020-04-01
84;3;China;1392730000;2020-03-31
98;2;China;1392730000;2020-03-30
113;5;China;1392730000;2020-03-29
119;3;China;1392730000;2020-03-28
94;5;China;1392730000;2020-03-27
102;6;China;1392730000;2020-03-26
78;4;China;1392730000;2020-03-25
69;7;China;1392730000;2020-03-24
138;9;China;1392730000;2020-03-23
65;6;China;1392730000;2020-03-22
52;6;China;1392730000;2020-03-21
99;4;China;1392730000;2020-03-20
44;8;China;1392730000;2020-03-19
23;16;China;1392730000;2020-03-18
43;9;China;1392730000;2020-03-17
25;13;China;1392730000;2020-03-16
22;9;China;1392730000;2020-03-15
19;15;China;1392730000;2020-03-14
22;7;China;1392730000;2020-03-13
24;11;China;1392730000;2020-03-12
29;22;China;1392730000;2020-03-11
20;17;China;1392730000;2020-03-10
45;23;China;1392730000;2020-03-09
46;27;China;1392730000;2020-03-08
101;28;China;1392730000;2020-03-07
170;30;China;1392730000;2020-03-06
117;31;China;1392730000;2020-03-05
119;37;China;1392730000;2020-03-04
127;32;China;1392730000;2020-03-03
205;42;China;1392730000;2020-03-02
574;35;China;1392730000;2020-03-01
428;47;China;1392730000;2020-02-29
329;44;China;1392730000;2020-02-28
439;29;China;1392730000;2020-02-27
410;52;China;1392730000;2020-02-26
515;70;China;1392730000;2020-02-25
218;150;China;1392730000;2020-02-24
647;98;China;1392730000;2020-02-23
826;109;China;1392730000;2020-02-22
891;118;China;1392730000;2020-02-21
394;112;China;1392730000;2020-02-20
1750;139;China;1392730000;2020-02-19
1890;98;China;1392730000;2020-02-18
2052;105;China;1392730000;2020-02-17
2007;142;China;1392730000;2020-02-16
2538;143;China;1392730000;2020-02-15
4156;13;China;1392730000;2020-02-14
15141;254;China;1392730000;2020-02-13
2028;97;China;1392730000;2020-02-12
2490;108;China;1392730000;2020-02-11
2974;97;China;1392730000;2020-02-10
2607;89;China;1392730000;2020-02-09
3418;86;China;1392730000;2020-02-08
3160;73;China;1392730000;2020-02-07
3727;72;China;1392730000;2020-02-06
3872;66;China;1392730000;2020-02-05
3237;65;China;1392730000;2020-02-04
2812;57;China;1392730000;2020-02-03
2590;45;China;1392730000;2020-02-02
2095;46;China;1392730000;2020-02-01
1980;43;China;1392730000;2020-01-31
1740;38;China;1392730000;2020-01-30
1466;26;China;1392730000;2020-01-29
1753;25;China;1392730000;2020-01-28
787;25;China;1392730000;2020-01-27
665;15;China;1392730000;2020-01-26
441;15;China;1392730000;2020-01-25
259;9;China;1392730000;2020-01-24
97;0;China;1392730000;2020-01-23
140;11;China;1392730000;2020-01-22
151;3;China;1392730000;2020-01-21
19;0;China;1392730000;2020-01-20
136;1;China;1392730000;2020-01-19
17;0;China;1392730000;2020-01-18
4;0;China;1392730000;2020-01-17
0;0;China;1392730000;2020-01-16
0;1;China;1392730000;2020-01-15
0;0;China;1392730000;2020-01-14
0;0;China;1392730000;2020-01-13
0;0;China;1392730000;2020-01-12
0;1;China;1392730000;2020-01-11
0;0;China;1392730000;2020-01-10
0;0;China;1392730000;2020-01-09
0;0;China;1392730000;2020-01-08
0;0;China;1392730000;2020-01-07
0;0;China;1392730000;2020-01-06
15;0;China;1392730000;2020-01-05
0;0;China;1392730000;2020-01-04
17;0;China;1392730000;2020-01-03
0;0;China;1392730000;2020-01-02
0;0;China;1392730000;2020-01-01
27;0;China;1392730000;2019-12-31
172;7;Colombia;49648685;2020-04-22
185;10;Colombia;49648685;2020-04-21
171;13;Colombia;49648685;2020-04-20
182;13;Colombia;49648685;2020-04-19
206;9;Colombia;49648685;2020-04-18
128;13;Colombia;49648685;2020-04-17
126;4;Colombia;49648685;2020-04-16
127;15;Colombia;49648685;2020-04-15
76;3;Colombia;49648685;2020-04-14
67;9;Colombia;49648685;2020-04-13
236;20;Colombia;49648685;2020-04-12
250;11;Colombia;49648685;2020-04-11
169;14;Colombia;49648685;2020-04-10
274;5;Colombia;49648685;2020-04-09
201;4;Colombia;49648685;2020-04-08
94;11;Colombia;49648685;2020-04-07
79;3;Colombia;49648685;2020-04-06
139;7;Colombia;49648685;2020-04-05
106;6;Colombia;49648685;2020-04-04
96;2;Colombia;49648685;2020-04-03
159;1;Colombia;49648685;2020-04-02
108;2;Colombia;49648685;2020-04-01
96;4;Colombia;49648685;2020-03-31
94;4;Colombia;49648685;2020-03-30
69;0;Colombia;49648685;2020-03-29
48;0;Colombia;49648685;2020-03-28
21;2;Colombia;49648685;2020-03-27
92;1;Colombia;49648685;2020-03-26
72;0;Colombia;49648685;2020-03-25
71;1;Colombia;49648685;2020-03-24
25;1;Colombia;49648685;2020-03-23
52;1;Colombia;49648685;2020-03-22
30;0;Colombia;49648685;2020-03-21
26;0;Colombia;49648685;2020-03-20
37;0;Colombia;49648685;2020-03-19
8;0;Colombia;49648685;2020-03-18
12;0;Colombia;49648685;2020-03-17
11;0;Colombia;49648685;2020-03-16
18;0;Colombia;49648685;2020-03-15
7;0;Colombia;49648685;2020-03-14
6;0;Colombia;49648685;2020-03-12
2;0;Colombia;49648685;2020-03-10
1;0;Colombia;49648685;2020-03-07
5;0;Congo;5244363;2020-04-22
0;0;Congo;5244363;2020-04-21
17;0;Congo;5244363;2020-04-20
0;0;Congo;5244363;2020-04-19
26;1;Congo;5244363;2020-04-18
0;0;Congo;5244363;2020-04-17
43;0;Congo;5244363;2020-04-16
4;0;Congo;5244363;2020-04-15
0;0;Congo;5244363;2020-04-14
10;0;Congo;5244363;2020-04-13
0;0;Congo;5244363;2020-04-12
0;0;Congo;5244363;2020-04-11
0;0;Congo;5244363;2020-04-10
15;0;Congo;5244363;2020-04-09
0;0;Congo;5244363;2020-04-08
0;0;Congo;5244363;2020-04-07
0;0;Congo;5244363;2020-04-06
4;2;Congo;5244363;2020-04-05
0;0;Congo;5244363;2020-04-04
19;1;Congo;5244363;2020-04-03
0;0;Congo;5244363;2020-04-02
3;2;Congo;5244363;2020-04-01
0;0;Congo;5244363;2020-03-31
0;0;Congo;5244363;2020-03-30
15;0;Congo;5244363;2020-03-29
0;0;Congo;5244363;2020-03-28
0;0;Congo;5244363;2020-03-27
0;0;Congo;5244363;2020-03-26
0;0;Congo;5244363;2020-03-25
0;0;Congo;5244363;2020-03-24
0;0;Congo;5244363;2020-03-23
1;0;Congo;5244363;2020-03-22
0;0;Congo;5244363;2020-03-21
0;0;Congo;5244363;2020-03-20
2;0;Congo;5244363;2020-03-19
0;0;Congo;5244363;2020-03-18
0;0;Congo;5244363;2020-03-17
1;0;Congo;5244363;2020-03-16
7;0;Costa_Rica;4999441;2020-04-22
2;2;Costa_Rica;4999441;2020-04-21
5;0;Costa_Rica;4999441;2020-04-20
6;0;Costa_Rica;4999441;2020-04-19
7;0;Costa_Rica;4999441;2020-04-18
16;0;Costa_Rica;4999441;2020-04-17
8;1;Costa_Rica;4999441;2020-04-16
6;0;Costa_Rica;4999441;2020-04-15
17;0;Costa_Rica;4999441;2020-04-14
18;0;Costa_Rica;4999441;2020-04-13
19;0;Costa_Rica;4999441;2020-04-12
19;0;Costa_Rica;4999441;2020-04-11
37;1;Costa_Rica;4999441;2020-04-10
19;0;Costa_Rica;4999441;2020-04-09
16;0;Costa_Rica;4999441;2020-04-08
13;0;Costa_Rica;4999441;2020-04-07
19;0;Costa_Rica;4999441;2020-04-06
19;0;Costa_Rica;4999441;2020-04-05
20;0;Costa_Rica;4999441;2020-04-04
21;0;Costa_Rica;4999441;2020-04-03
28;0;Costa_Rica;4999441;2020-04-02
17;0;Costa_Rica;4999441;2020-04-01
16;0;Costa_Rica;4999441;2020-03-31
19;0;Costa_Rica;4999441;2020-03-30
32;0;Costa_Rica;4999441;2020-03-29
32;0;Costa_Rica;4999441;2020-03-28
30;0;Costa_Rica;4999441;2020-03-27
24;0;Costa_Rica;4999441;2020-03-26
19;0;Costa_Rica;4999441;2020-03-25
24;0;Costa_Rica;4999441;2020-03-24
17;0;Costa_Rica;4999441;2020-03-23
4;0;Costa_Rica;4999441;2020-03-22
26;1;Costa_Rica;4999441;2020-03-21
18;0;Costa_Rica;4999441;2020-03-20
19;1;Costa_Rica;4999441;2020-03-19
9;0;Costa_Rica;4999441;2020-03-18
6;0;Costa_Rica;4999441;2020-03-17
8;0;Costa_Rica;4999441;2020-03-16
1;0;Costa_Rica;4999441;2020-03-15
3;0;Costa_Rica;4999441;2020-03-14
1;0;Costa_Rica;4999441;2020-03-13
9;0;Costa_Rica;4999441;2020-03-12
4;0;Costa_Rica;4999441;2020-03-11
4;0;Costa_Rica;4999441;2020-03-10
4;0;Costa_Rica;4999441;2020-03-09
1;0;Costa_Rica;4999441;2020-03-07
37;3;Cote_dIvoire;25069229;2020-04-22
32;1;Cote_dIvoire;25069229;2020-04-21
46;1;Cote_dIvoire;25069229;2020-04-20
59;2;Cote_dIvoire;25069229;2020-04-19
54;0;Cote_dIvoire;25069229;2020-04-18
34;0;Cote_dIvoire;25069229;2020-04-17
28;0;Cote_dIvoire;25069229;2020-04-16
0;0;Cote_dIvoire;25069229;2020-04-15
52;1;Cote_dIvoire;25069229;2020-04-14
41;1;Cote_dIvoire;25069229;2020-04-13
53;1;Cote_dIvoire;25069229;2020-04-12
36;0;Cote_dIvoire;25069229;2020-04-11
60;0;Cote_dIvoire;25069229;2020-04-10
35;0;Cote_dIvoire;25069229;2020-04-09
26;0;Cote_dIvoire;25069229;2020-04-08
62;0;Cote_dIvoire;25069229;2020-04-07
16;1;Cote_dIvoire;25069229;2020-04-06
27;1;Cote_dIvoire;25069229;2020-04-05
24;0;Cote_dIvoire;25069229;2020-04-04
4;0;Cote_dIvoire;25069229;2020-04-03
22;0;Cote_dIvoire;25069229;2020-04-02
0;0;Cote_dIvoire;25069229;2020-04-01
3;0;Cote_dIvoire;25069229;2020-03-31
25;1;Cote_dIvoire;25069229;2020-03-30
39;0;Cote_dIvoire;25069229;2020-03-29
5;0;Cote_dIvoire;25069229;2020-03-28
16;0;Cote_dIvoire;25069229;2020-03-27
7;0;Cote_dIvoire;25069229;2020-03-26
48;0;Cote_dIvoire;25069229;2020-03-25
0;0;Cote_dIvoire;25069229;2020-03-24
8;0;Cote_dIvoire;25069229;2020-03-23
3;0;Cote_dIvoire;25069229;2020-03-22
5;0;Cote_dIvoire;25069229;2020-03-21
3;0;Cote_dIvoire;25069229;2020-03-20
1;0;Cote_dIvoire;25069229;2020-03-19
0;0;Cote_dIvoire;25069229;2020-03-18
1;0;Cote_dIvoire;25069229;2020-03-17
0;0;Cote_dIvoire;25069229;2020-03-16
3;0;Cote_dIvoire;25069229;2020-03-15
1;0;Cote_dIvoire;25069229;2020-03-12
27;1;Croatia;4089400;2020-04-22
10;0;Croatia;4089400;2020-04-21
39;8;Croatia;4089400;2020-04-20
18;3;Croatia;4089400;2020-04-19
23;1;Croatia;4089400;2020-04-18
50;1;Croatia;4089400;2020-04-17
37;3;Croatia;4089400;2020-04-16
54;6;Croatia;4089400;2020-04-15
50;2;Croatia;4089400;2020-04-14
66;2;Croatia;4089400;2020-04-13
39;0;Croatia;4089400;2020-04-12
88;1;Croatia;4089400;2020-04-11
64;1;Croatia;4089400;2020-04-10
61;1;Croatia;4089400;2020-04-09
60;2;Croatia;4089400;2020-04-08
40;1;Croatia;4089400;2020-04-07
56;3;Croatia;4089400;2020-04-06
47;4;Croatia;4089400;2020-04-05
68;1;Croatia;4089400;2020-04-04
48;1;Croatia;4089400;2020-04-03
96;0;Croatia;4089400;2020-04-02
77;0;Croatia;4089400;2020-04-01
77;0;Croatia;4089400;2020-03-31
56;1;Croatia;4089400;2020-03-30
71;2;Croatia;4089400;2020-03-29
91;1;Croatia;4089400;2020-03-28
77;1;Croatia;4089400;2020-03-27
36;0;Croatia;4089400;2020-03-26
76;1;Croatia;4089400;2020-03-25
71;0;Croatia;4089400;2020-03-24
29;0;Croatia;4089400;2020-03-23
80;0;Croatia;4089400;2020-03-22
22;0;Croatia;4089400;2020-03-21
23;0;Croatia;4089400;2020-03-20
12;0;Croatia;4089400;2020-03-19
13;0;Croatia;4089400;2020-03-18
8;0;Croatia;4089400;2020-03-17
11;0;Croatia;4089400;2020-03-16
6;0;Croatia;4089400;2020-03-15
6;0;Croatia;4089400;2020-03-14
9;0;Croatia;4089400;2020-03-13
3;0;Croatia;4089400;2020-03-12
1;0;Croatia;4089400;2020-03-11
1;0;Croatia;4089400;2020-03-08
1;0;Croatia;4089400;2020-03-07
1;0;Croatia;4089400;2020-03-06
1;0;Croatia;4089400;2020-03-04
1;0;Croatia;4089400;2020-03-03
2;0;Croatia;4089400;2020-03-02
0;0;Croatia;4089400;2020-03-01
2;0;Croatia;4089400;2020-02-29
1;0;Croatia;4089400;2020-02-28
1;0;Croatia;4089400;2020-02-27
1;0;Croatia;4089400;2020-02-26
0;0;Croatia;4089400;2020-02-25
0;0;Croatia;4089400;2020-02-24
0;0;Croatia;4089400;2020-02-23
0;0;Croatia;4089400;2020-02-22
0;0;Croatia;4089400;2020-02-21
0;0;Croatia;4089400;2020-02-20
0;0;Croatia;4089400;2020-02-19
0;0;Croatia;4089400;2020-02-18
0;0;Croatia;4089400;2020-02-17
0;0;Croatia;4089400;2020-02-16
0;0;Croatia;4089400;2020-02-15
0;0;Croatia;4089400;2020-02-14
0;0;Croatia;4089400;2020-02-13
0;0;Croatia;4089400;2020-02-12
0;0;Croatia;4089400;2020-02-11
0;0;Croatia;4089400;2020-02-10
0;0;Croatia;4089400;2020-02-09
0;0;Croatia;4089400;2020-02-08
0;0;Croatia;4089400;2020-02-07
0;0;Croatia;4089400;2020-02-06
0;0;Croatia;4089400;2020-02-05
0;0;Croatia;4089400;2020-02-04
0;0;Croatia;4089400;2020-02-03
0;0;Croatia;4089400;2020-02-02
0;0;Croatia;4089400;2020-02-01
0;0;Croatia;4089400;2020-01-31
0;0;Croatia;4089400;2020-01-30
0;0;Croatia;4089400;2020-01-29
0;0;Croatia;4089400;2020-01-28
0;0;Croatia;4089400;2020-01-27
0;0;Croatia;4089400;2020-01-26
0;0;Croatia;4089400;2020-01-25
0;0;Croatia;4089400;2020-01-24
0;0;Croatia;4089400;2020-01-23
0;0;Croatia;4089400;2020-01-22
0;0;Croatia;4089400;2020-01-21
0;0;Croatia;4089400;2020-01-20
0;0;Croatia;4089400;2020-01-19
0;0;Croatia;4089400;2020-01-18
0;0;Croatia;4089400;2020-01-17
0;0;Croatia;4089400;2020-01-16
0;0;Croatia;4089400;2020-01-15
0;0;Croatia;4089400;2020-01-14
0;0;Croatia;4089400;2020-01-13
0;0;Croatia;4089400;2020-01-12
0;0;Croatia;4089400;2020-01-11
0;0;Croatia;4089400;2020-01-10
0;0;Croatia;4089400;2020-01-09
0;0;Croatia;4089400;2020-01-08
0;0;Croatia;4089400;2020-01-07
0;0;Croatia;4089400;2020-01-06
0;0;Croatia;4089400;2020-01-05
0;0;Croatia;4089400;2020-01-04
0;0;Croatia;4089400;2020-01-03
0;0;Croatia;4089400;2020-01-02
0;0;Croatia;4089400;2020-01-01
0;0;Croatia;4089400;2019-12-31
50;2;Cuba;11338138;2020-04-22
52;2;Cuba;11338138;2020-04-21
49;2;Cuba;11338138;2020-04-20
63;1;Cuba;11338138;2020-04-19
61;4;Cuba;11338138;2020-04-18
48;3;Cuba;11338138;2020-04-17
48;3;Cuba;11338138;2020-04-16
40;0;Cuba;11338138;2020-04-15
57;3;Cuba;11338138;2020-04-14
49;2;Cuba;11338138;2020-04-13
56;1;Cuba;11338138;2020-04-12
49;0;Cuba;11338138;2020-04-11
58;3;Cuba;11338138;2020-04-10
61;1;Cuba;11338138;2020-04-09
46;2;Cuba;11338138;2020-04-08
30;1;Cuba;11338138;2020-04-07
32;2;Cuba;11338138;2020-04-06
19;0;Cuba;11338138;2020-04-05
36;0;Cuba;11338138;2020-04-04
21;0;Cuba;11338138;2020-04-03
26;0;Cuba;11338138;2020-04-02
16;2;Cuba;11338138;2020-04-01
31;1;Cuba;11338138;2020-03-31
20;0;Cuba;11338138;2020-03-30
39;1;Cuba;11338138;2020-03-29
13;0;Cuba;11338138;2020-03-28
10;1;Cuba;11338138;2020-03-27
9;0;Cuba;11338138;2020-03-26
8;0;Cuba;11338138;2020-03-25
5;0;Cuba;11338138;2020-03-24
10;0;Cuba;11338138;2020-03-23
4;0;Cuba;11338138;2020-03-22
5;0;Cuba;11338138;2020-03-21
5;0;Cuba;11338138;2020-03-20
4;1;Cuba;11338138;2020-03-19
3;0;Cuba;11338138;2020-03-18
0;0;Cuba;11338138;2020-03-15
1;0;Cuba;11338138;2020-03-14
3;0;Cuba;11338138;2020-03-12
0;0;Curaçao;159849;2020-04-22
0;0;Curaçao;159849;2020-04-21
0;0;Curaçao;159849;2020-04-20
0;0;Curaçao;159849;2020-04-19
0;0;Curaçao;159849;2020-04-18
0;0;Curaçao;159849;2020-04-17
0;0;Curaçao;159849;2020-04-16
0;0;Curaçao;159849;2020-04-15
0;0;Curaçao;159849;2020-04-14
0;0;Curaçao;159849;2020-04-13
0;0;Curaçao;159849;2020-04-12
0;0;Curaçao;159849;2020-04-11
0;0;Curaçao;159849;2020-04-10
1;0;Curaçao;159849;2020-04-09
0;0;Curaçao;159849;2020-04-08
2;0;Curaçao;159849;2020-04-07
0;0;Curaçao;159849;2020-04-06
0;0;Curaçao;159849;2020-04-05
0;0;Curaçao;159849;2020-04-04
0;0;Curaçao;159849;2020-04-03
0;0;Curaçao;159849;2020-04-02
2;0;Curaçao;159849;2020-04-01
1;0;Curaçao;159849;2020-03-30
0;0;Curaçao;159849;2020-03-29
1;0;Curaçao;159849;2020-03-28
1;0;Curaçao;159849;2020-03-27
0;1;Curaçao;159849;2020-03-26
3;0;Curaçao;159849;2020-03-24
2;0;Curaçao;159849;2020-03-20
1;0;Curaçao;159849;2020-03-13
12;0;Cyprus;1189265;2020-04-22
5;0;Cyprus;1189265;2020-04-21
6;0;Cyprus;1189265;2020-04-20
26;0;Cyprus;1189265;2020-04-19
0;0;Cyprus;1189265;2020-04-18
20;0;Cyprus;1189265;2020-04-17
20;0;Cyprus;1189265;2020-04-16
33;0;Cyprus;1189265;2020-04-15
29;1;Cyprus;1189265;2020-04-14
